2018-10-31 23:47:42,b'Just a few days left until the 2x 500 $TRX drawing you must FOLLOW for a chance to win. Winners to be announced on\xe2\x80\xa6 https://t.co/FtG3JTfa3t'
2018-10-31 23:40:10,b'It\xe2\x80\x99s hard to believe the bs arguments that go on in crypto. We are literally in this together as pioneers and early\xe2\x80\xa6 https://t.co/OahVJT92qi'
2018-10-31 23:37:53,b'@JoshMcGruff Or you can exchange  for #TRX'
2018-10-31 23:35:51,b'@JamesTodaroMD \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3...Im laughing at the money I lost....feels painful and good @ the same  time...#Tron #TRX  #blockchain'
2018-10-31 23:27:38,b'Great article by @TronWeekly featuring the top tokens on the impressive #TRON #TRX #Blockchain. Nice to see two of\xe2\x80\xa6 https://t.co/pzfkiZmo9H'
2018-10-31 23:23:52,b'#EOS is the Cleveland Browns of #cryptocurrency they got fans but suck so bad.  #TRON is the Patriots everyone hate\xe2\x80\xa6 https://t.co/wsfLQYBeXo'
2018-10-31 23:21:35,"b'""Justin Sun on the Future of Tron, BitTorrent, and Project Atlas""\n\n#TRON #TRX $TRX #TheNewInternet\n\nhttps://t.co/149InbqHBF'"
2018-10-31 23:17:21,"b'RT justinsuntron ""Happy Halloween and 10 years anniversary of #Bitcoin! #TRX $TRX #TRON https://t.co/aiT2cwCvZ0""'"
2018-10-31 23:16:20,b'Binance has over 13 million users!\nJoin the #1 Crypto Exchange\n\nhttps://t.co/OLWoh1b8UV \n\n$ELA $MAID $POLY $DOCK\xe2\x80\xa6 https://t.co/EKwh6Jf3Z3'
2018-10-31 23:16:00,"b'RT justinsuntron ""Happy Halloween and 10 years anniversary of #Bitcoin! #TRX $TRX #TRON https://t.co/tg8wRUG1AC"" #TRX #TRON $TRX'"
2018-10-31 23:14:04,"b'RT justinsuntron ""Happy Halloween and 10 years anniversary of #Bitcoin! #TRX $TRX #TRON https://t.co/Xtxjuzqla9""'"
2018-10-31 23:13:13,b'Happy Halloween and 10 years anniversary of #Bitcoin! #TRX $TRX #TRON'
2018-10-31 23:13:05,b'Happy Halloween and 10 years anniversary of #Bitcoin! #TRX $TRX #TRON https://t.co/zI0txhcw5x'
2018-10-31 23:12:30,b'Super Salmon!\n\n#healthylifestyle #fitness #fitnessmotivation #bodybuilding #nopainnogain\xc2\xa0 #trxworkout #trx\xe2\x80\xa6 https://t.co/kf0cs0DiD7'
2018-10-31 23:12:02,b'#bank of #america #wins #patent for #private #key #storage \n#blockchain #crypto #airdrop #trx #cryptocurrencymarket\xe2\x80\xa6 https://t.co/sDlMTERmtc'
2018-10-31 23:06:00,b'Tron [TRX] creates new transaction record with other developments pushing for mainstream adoption https://t.co/itIJdH5yjs #trx'
