Product Code,Item Description (WIP Name),Pack Size,Label or Customer Name,Ross WIP #,Line,BLENDING ROOM,GRINDING ROOM,Notes,  WIP BATCH SIZE POUNDS,Minimum Wt.,MinimumWt. using MAV,MAV,Target Wt.,Maximum Wt.
106082,HR CREAM,6/32 OZ,SEASIDE,HRF10,TUB,,X,,1234*,,,,,
110202,GING/GAR MIX,6/32 OZ,PANDA,GIGA01,TUB,X,,,6849,6849,6817,32,7054,7266
110302,GING/GAR MIX,6/32 OZ,PANDA CANADA,GIGA01,TUB,X,,,6849,6849,6817,32,7054,7266
110303,GING/GAR MIX,6/32 OZ,PANDA UAE,GIGA01,TUB,X,,,6849,907,875,32,934,962
122001,RSTED GARLIC PUREE,30# Pail,T,GPR01,PAIL,X,,,3315,,,,,
123001,CHOPPED RSTED GARLIC,30# Pail,T,GRC01,PAIL,X,,,3547,,,,,
125001,CHOPPED RSTED GARLIC,30# Pail,T (DAWN FOODS),GRC04,PAIL,X,,,3562,6849,0,0,7054,7266
126357,CHOPPED RSTED GARLIC,30# Pail,MID ATLANTIC KITCHEN,GRC02,PAIL,X,,,1234*,,,,,
127357,CHOPPED RSTED GARLIC,30# Pail,MID ATLANTIC KITCHEN,GWR06,PAIL,X,,,1234*,,,,,
133019S,CKTAIL SCE-V,4/8 LBS,UNIPRO,CSV01S,GALLON,X,,,1900,6849,6763,86,7054,7266
133082S,CKTAIL SCE-V,4/8 LBS,SEASIDE,CSV01S,GALLON,X,,,1900,3562,,,3669,3779
133156,CKTAIL SCE-V,4/8 LBS,GFS,CSV01S,GALLON,X,,,1900,1900,1814,86,1957,2016
134059,HR WHT FINE ,6/32 OZ,COBBLESTREET MARKET FOUNDATIONS,HRV01,TUB,X,,HRF01+WATER AT THE LINE=HRV01,2210,,,,,
134143,HR WHT FINE,6/32 OZ,MT STIRLING,HRV01,TUB,X,,HRF01+WATER AT THE LINE=HRV01,2210,2210,2178,32,2276,2345
134198,HR WHT FINE ,6/32 OZ,WEST CREEK,HRV01,TUB,X,,HRF01+WATER AT THE LINE=HRV01,2210,,,,,
135059,GARLIC/W VALUE,6/32 OZ,COBBLESTREET MARKET FOUNDATIONS,GWV01,TUB,X,,,3547,,,,,
135114,GARLIC/W VALUE,6/32 OZ,MAMA LUCIA,GWV01,TUB,X,,,3547,3547,3515,32,3653,3763
135143,GARLIC/W VALUE,6/32 OZ,MT STIRLING,GWV01,TUB,X,,,3547,3547,3515,32,3653,3763
135147,GARLIC/W VALUE,6/32 OZ,MONARCH,GWV01,TUB,X,,,3547,3547,3515,32,3653,3763
135197,GARLIC/W VALUE ,6/32 OZ,ROMA,GWV01,TUB,X,,,3547,,,,,
136046,GAR/O VALUE,6/32 OZ,VILLA FRIZZONI,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,,,,,
136059,GAR/O VALUE,6/32 OZ,COBBLESTREET MARKET FOUNDATIONS,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,,,,,
136114,GAR/O VALUE,6/32 OZ,MAMA LUCIA,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,3547,3515,32,3653,3763
136143,GAR/O VALUE,6/32 OZ,MT STIRLING,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,3547,3515,32,3653,3763
136147,GAR/O VALUE,6/32 OZ,MONARCH,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,3547,3515,32,3653,3763
136197,GAR/O VALUE ,6/32 OZ,ROMA,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,,,,,
140036,GARLIC/W VALUE,6/32 OZ,ARREZZIO,GWV01,TUB,X,,,3547,3547,3515,32,3653,3763
141036,GAR/O VALUE,6/32 OZ,ARREZZIO,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,3547,3515,32,3653,3763
142082,GAR/O VALUE,4/8 LB,SEASIDE,GOV01,GALLON,X,,GWV01+OIL AT THE LINE=GOV01,3547,,,,,
143001,GAR/O CIT ACID,30# Pail,T,GOR02,PAIL,,,,1234*,,,,,
143249,GAR/O CIT ACID,30# Pail,HIGHBURY CANCO,GOR02,PAIL,,,,1234*,,,,,
143256,GAR/O CIT ACID,30# Pail,DGC,GOR02,PAIL,,,,1234*,,,,,
151328,HR MOEB,400# DRUM,DGC,HRF11,DRUM,,X,,1400,,,,,
152257,GAR/O AWIN,30# Pail,T,GOR01A,PAIL,X,,,1234*,,,,,
158001,SCAMPI ZERO T,2/2.5 LB,T,CP-30510,Milk & Soy,12,F,Darifair.  S/L = 4 R,1234*,,0,,0,0
162001,PESTO BASIL,2/30 FL OZ,T,PES01,TUB,X,,,6519,6519,6487,32,6715,6916
162125,PESTO BASIL,2/30 FL OZ,ROSELI,PES01,TUB,X,,,6519,6519,6487,32,6715,6916
163001,PUREE/GING,35# Pail,T,GIP01,PAIL,,X,,2718,,,,,
164001,PUREE/GING ALL NAT,30# Pail,T,GIP04,PAIL,,X,,1000,,,,,
164357,PUREE/GING ALL NAT,30# Pail,MID ATLANTIC KITCHEN,GIP04,PAIL,,X,,1000,2718,2717.6,0.4,2799.5,2884
168082,GARLIC/W VALUE,400# DRUM,SEASIDE (PANOLA PEPPER),GWV01,DRUM,X,,,3547,,,,,
169037,HR SCE,4/8 LB,SYSCO CLASSIC,HRS01,GALLON,6,R,TFPW-West Coast,1234*,,,,,
172230,OCEAN CITY WET MIX W/EDTA,30# Pail,PHILLIPS,PHL03,PAIL,,,,1234*,,,,,
173230,NEUTRAL WET MIX,30# Pail,PHILLIPS,PHL04,PAIL,,,,1234*,,,,,
174001,GAR/O,6/32 OZ,T,GOR01,TUB,X,,GWR07+OIL AT THE LINE=GOR01,3511,3511,3479,32,3616,3725
174036,GAR/O,6/32 OZ,ARREZZIO,GOR01,TUB,X,,GWR07+OIL AT THE LINE=GOR01,3511,3511,3479,32,3616,3725
174057,GAR/O,6/32 OZ,COBBLESTREET MARKET ORIGINALS,GOR01,TUB,X,,GWR07+OIL AT THE LINE=GOR01,3511,3511,,,3616,3725
174202,GAR/O,6/32 OZ,PANDA,GOR01,TUB,X,,GWR07+OIL AT THE LINE=GOR01,3511,,,,,
181320,PIZZA SAUCE,4/8.6LBS,FLIPPIN PIZZA,FLP02,,,,,1234*,,,,,
182019,HR WHT FINE ,4/8 LBS,UNIPRO,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,3511,3425,86,3616,3725
182042,HR WHT FINE ,4/8 LBS,KATYS KITCHEN,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,,,,,
182059,HR WHT FINE ,4/8 LBS,COBBLESTREET MARKET FOUNDATIONS,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,3511,3425,86,3616,3725
182082,HR WHT FINE ,4/8 LBS,SEASIDE,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,2210,2124,86,2276,2345
182110,HR WHT FINE ,4/8 LBS,GATOR,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,2210,,,2276,2345
182143,HR WHT FINE ,4/8 LBS,MT STIRLING,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,,,,,
182192,HR WHT FINE ,4/8 LBS,HARVEST VALUE,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,2210,2124,86,2276,2345
182198,HR WHT FINE ,4/8 LBS,WEST CREEK,HRV01,GALLON,,X,HRF01+WATER AT THE LINE=HRV01,2210,2210,2124,86,2276,2345
183001,HR WHT FINE ,30# Pail,SEASIDE,HRV01,PAIL,,X,HRF01+WATER AT THE LINE=HRV01,2210,2210,2209.6,0.4,2276.3,2345
187001,GAR/O,30# Pail,T,GOR01,PAIL,X,,GWR07+OIL AT THE LINE=GOR01,3511,,,,,
189202,GAR/O XTRA Garlic flavor,6/32 OZ,Panda,GOR03,TUB,X,,GWR07+OIL AT THE LINE=GOR03,3527,3527,,,3632.8,3742
190001,PESTO,30# Pail,T,PES01,PAIL,X,,,6519,,,,,
193031,BOLD CKTAIL SCE #0350,4/1 GAL,SYSCO IMPERIAL,CSB04,GALLON,X,,,2424,3511,3425,86,3616,3725
195001,PUREE/GING,6/32 OZ,T,GIP01,TUB,,X,,2718,2718,2686,32,2800,2884
195036,PUREE/GING,6/32 OZ,ARREZZIO,GIP01,TUB,,X,,2718,2718,2686,32,2800,2884
196031,COCKTAIL SAUCE #0351 ,4/1 GAL,SYSCO IMPERIAL,CSR03,GALLON,X,,,2424,2718,,,2800,2884
198001,PESTO BASIL,6/30 FL OZ,T,PES01,TUB,X,,,6519,6519,6487,32,6715,6916
198036,PESTO BASIL,6/30 FL OZ,ARREZZIO,PES01,TUB,X,,,6519,6519,6487,32,6715,6916
199001,PUREE/GING,2/32 OZ,T,GIP01,TUB,,X,,2718,2718,2686,32,2800,2884
200037,CHP GARLIC & OLIVEOIL,6/32 OZ,SYSCO CLASSIC ,GOO02,TUB,X,,GWR07+OIL AT THE LINE=GOO02,3511,907,,,,
213260,CRAB CAKE MIX,4/1 GAL,T,CCB01,GALLON,,,,1234*,,,,,
215179S,CRAB CAKE MIX,4/1 GAL,CALVERT HOUSE,CCS01S,GALLON,X,,,1758,2718.0,,,2799.5,2884
217179S,CRAB CAKE MIX,385# Drum,CALVERT HOUSE,CCS01S,DRUM,X,,,1758,1758,1723,35,1811,1865
229328,HR WHT w/ MOEB,12/8 OZ,DAMN GOOD COCKTAILS,HRF11,RETAIL,,X,,1400,,,,,
230001,CHIPOTLE SHELF STABLE,8/18 FL  OZ,T,CCA01SS,RETAIL,,,,1234*,,,,,
231001,HR WHT FINE,400# Drum,T,HRF09,DRUM,,X,,1114,n/a,n/a,n/a,n/a,n/a
234019,HR WHT FINE ,6/32 OZ,UNIPRO,HRV01,TUB,,X,HRF01+WATER AT THE LINE=HRV01,2210,,,,,
234082,HR WHT FINE ,6/32 OZ,SEASIDE,HRV01,TUB,,X,HRF01+WATER AT THE LINE=HRV01,2210,,,,,
235082,GARLIC/W VALUE ,6/32 OZ,SEASIDE,GWV01,TUB,X,,,3547,,,,,
235119,GARLIC/W VALUE ,6/32 OZ,CORTONA,GWV01,TUB,X,,,3547,,,,,
236082,GAR/O VALUE,6/32 OZ,SEASIDE,GOV01,TUB,X,,GWV01+OIL AT THE LINE=GOV01,3547,,,,,
241328,Horseradish w/MOEB ,4/8 LBS,Damn Good Cocktails,HRF11,GALLON,,X,,1400,3547.0,,,3653,3763
254213,GAR/O - SV,6/32 OZ,CULINAIRE EXPRESS,GOV03,TUB,X,,,3547,,,,,
257213,GAR/W SV,6/32 OZ,CULINAIRE EXPRESS,GWV02,TUB,X,,,3547,3547,3515,32,3653,3763
262164,KROGER,400# Drum,MAYO NON-GMO,MAY02,DRUM,,,,1234*,,,,,
283250,GRAPE SEED  OIL,6/16.5floz,CHEF IRVINE,IOO186,RETAIL,,,,1234*,,,,,
319001,PIZZA SAUCE - UMD,4/1 lb Pouches,UNIVERSITY OF MARYLAND,PIZ01,POUCH,X,,,2300,1400,1399.6,0.4,1442.0,1485
321036,GARLIC SPREAD,6/4 LB,ARREZZIO,,,,R,Oasis,1234*,,,,,
325233S,GARLIC AIOLI w/ SUGAR,4/1 GAL,LEDO'S,LED01S,GALLON,X,,,1846,2300,2223,77,2369,2440
335125,GARLIC SPREAD,6/2 LB,ROSELI,,,,R,Oasis,1234*,,,,,
351147,GAR FRY SCE,6/32 OZ,MONARCH ,GFS01,TUB,X,,,4017,,,,,
351209,GAR FRY SCE,6/32 OZ,T,GFS01,TUB,X,,,4017,,0,,0,0
361267,OIL COCONUT ORGANIC,12/14 FL OZ,VITA COCO,CS0129,RETAIL,,,CUSTOMER SUPPLIED - TOTES,,,,,,
362267,OIL COCONUT ORGANIC,6/14 FL OZ,VITA COCO,CS0129,RETAIL,,,CUSTOMER SUPPLIED - TOTES,,,,,,
362285,OIL COCONUT ORGANIC,6/14 FL OZ,VITA COCO CANADA,CS0129,RETAIL,,,CUSTOMER SUPPLIED - TOTES,,,,,,
367001,CHPTL CHILI AIOLI,12/8 FL OZ,T,CCA01M,RETAIL,,,,1234*,,,,,
367356,CHPTL CHILI AIOLI,12/8 FL OZ,FRESH MARKET,CCA01M,RETAIL,,,,1234*,,,,,
368213S,CHPTL CHILI AIOLI,2/30 FL OZ,T,CCA01S,TUB,X,,,1800,1800,1771,29,1854,1910
370213S,CHPTL CHILI AIOLI,6/30 FL OZ,T,CCA01S,TUB,X,,,1800,1800,1771,29,1854,1910
389275,SHACK SAUCE,6/5.5 lb Pouches,Shake Shack,SHK02,POUCH,X,,,1800,1800,1714,86,1854,1910
399275,Buttermilk Herb Sauce ,6/5.5 lb Pouches,Shake Shack,SHK01,POUCH,X,,,1636,1800,,,1854,1910
421238,SHERRY COOKING WINE,6/12.7 FL OZ (375 mL),POMPEIAN,"CS0102
4P61",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-30,30,0,0
421253,SHERRY COOKING WINE,6/12.7 FL OZ (375 mL),SUN OF ITALY,CS0102,RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,,,,
421265,SHERRY COOKING WINE,6/12.7 FL OZ (375 mL),SHOPRITE,"CS0102
4P61",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-38,38,0,0
422238,MARSALA COOKING WINE,6/12.7 FL OZ (375 mL),POMPEIAN,"CS0104
4P63",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-31,31,0,0
422253,MARSALA COOKING WINE,6/12.7 FL OZ (375 mL),SUN OF ITALY,CS0104,RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,,,,
422265,MARSALA COOKING WINE,6/12.7 FL OZ (375 mL),SHOPRITE,"CS0104
4P63",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-39,39,0,0
423238,SAUTERNE COOKING WINE (WHITE),6/12.7 FL OZ (375 mL),POMPEIAN,"CS0103
4P62",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-32,32,0,0
423253,SAUTERNE COOKING WINE (WHITE),6/12.7 FL OZ (375 mL),SUN OF ITALY,CS0103,RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,,,,
423265,SAUTERNE COOKING WINE (WHITE),6/12.7 FL OZ (375 mL),SHOPRITE,"CS0103
4P62",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-40,40,0,0
424238,BURGUNDY COOKING WINE,6/12.7 FL OZ (375 mL),POMPEIAN,"CS0105
4P64",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-33,33,0,0
424253,BURGUNDY COOKING WINE,6/12.7 FL OZ (375 mL),SUN OF ITALY,CS0105,RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,,,,
424265,BURGUNDY COOKING WINE,6/12.7 FL OZ (375 mL),SHOPRITE,"CS0105
4P64",RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,-41,41,0,0
425238,SHERRY COOKING WINE,6/16 fl. oz.,POMPEIAN,CS0102,RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,,,0,0
426238,MARSALA COOKING WINE,6/16 fl. oz.,POMPEIAN,CS0104 ,RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,,,,
427238,WHITE COOKING WINE,6/16 fl. oz.,POMPEIAN,CS0029,RETAIL,,,CUSTOMER SUPPLIED - TANKER,,,,,,
